Name,Date of Birth,From,To,Flight Date,Flight Time,Booking Date,Class,Fare
Mrs. FG52 FS15,1947-08-31,Patna,Mumbai,2016-03-06,08:50,2016-03-01,Economy,9992.89
Mr. MG10 MS10,1964-06-07,Lucknow,Hyderabad,2016-02-09,09:00,2016-02-08,Economy,9919.14
Mrs. FG48 FS82,1960-03-11,Patna,Chennai,2016-06-25,00:50,2016-05-20,Business,26074.49
Miss FG1 FS26,1983-04-11,Delhi,Mumbai,2016-05-14,03:50,2016-04-14,Business,10976.14
Miss FG42 FS64,1999-06-25,Patna,Hyderabad,2016-12-23,22:00,2016-11-13,Business,10658.56
Mrs. FG60 FS2,1983-08-06,Lucknow,Delhi,2016-10-17,14:30,2016-10-17,Economy,3688.78
Dr. FG48 FS32,1970-10-11,Delhi,Chennai,2016-01-17,18:20,2015-12-07,Economy,13913.98
Miss FG1 FS48,2001-07-26,Kolkata,Delhi,2016-09-30,16:10,2016-08-27,Business,6745.15
Miss FG34 FS38,1993-09-28,Kolkata,Delhi,2016-01-10,09:10,2015-12-17,Economy,4102.0
Dr. FG37 FS5,1969-03-14,Hyderabad,Delhi,2016-04-26,15:10,2016-04-16,Economy,10267.1
Mrs. FG6 FS33,1960-12-04,Mumbai,Lucknow,2016-09-06,16:20,2016-08-01,Business,8558.39
Dr. FG56 FS56,1955-12-09,Kolkata,Mumbai,2016-10-05,18:30,2016-09-21,Economy,6232.96
Dr. FG28 FS53,1939-05-13,Kolkata,Lucknow,2016-12-29,09:30,2016-11-26,Economy,5934.41
Dr. FG58 FS85,1941-06-15,Hyderabad,Delhi,2016-05-22,22:50,2016-04-08,Economy,10725.42
Mr. MG1 MS69,1986-04-21,Patna,Mumbai,2016-05-23,22:50,2016-05-11,Economy,5636.57
Miss FG47 FS52,1983-09-23,Lucknow,Delhi,2016-06-29,07:40,2016-05-28,Economy,1737.29
Mr. MG87 MS39,1982-05-05,Delhi,Kolkata,2016-03-10,20:50,2016-02-28,Economy,4437.41
Dr. MG80 MS54,1972-04-02,Mumbai,Delhi,2016-09-30,20:30,2016-09-25,Economy,9241.43
Mr. MG72 MS15,1945-02-14,Kolkata,Mumbai,2016-10-22,13:30,2016-10-02,Economy,5342.33
Dr. FG67 FS33,1947-07-13,Kolkata,Mumbai,2016-08-27,18:00,2016-08-02,Economy,8308.14
Dr. FG32 FS93,1965-05-20,Mumbai,Lucknow,2016-02-21,09:10,2016-02-17,Business,39300.53
Dr. MG43 MS62,1974-03-30,Mumbai,Delhi,2016-06-17,16:10,2016-06-09,Business,16592.96
Dr. MG73 MS42,1954-08-08,Hyderabad,Lucknow,2016-06-30,07:00,2016-05-12,Economy,6177.24
Dr. FG96 FS3,1978-12-18,Mumbai,Delhi,2016-09-07,10:50,2016-07-21,Business,12658.62
Dr. FG90 FS63,1963-09-11,Chennai,Lucknow,2016-07-26,06:50,2016-07-09,Business,26209.52
Dr. FG88 FS15,1972-02-26,Delhi,Lucknow,2016-07-06,12:10,2016-07-02,Economy,5236.03
Miss FG70 FS35,1980-10-18,Mumbai,Lucknow,2016-06-17,11:30,2016-05-03,Economy,3907.12
Mrs. FG81 FS88,1948-11-04,Mumbai,Patna,2016-12-04,16:20,2016-11-12,Economy,6694.74
Mrs. FG84 FS16,1982-08-08,Lucknow,Chennai,2016-12-25,06:40,2016-12-21,Economy,17283.1
Mrs. FG89 FS15,1980-10-25,Chennai,Lucknow,2016-04-07,13:20,2016-02-27,Business,17669.96
Miss FG13 FS34,1989-04-30,Mumbai,Patna,2016-07-20,15:20,2016-05-29,Economy,4441.29
Miss FG96 FS98,1999-08-22,Mumbai,Kolkata,2016-12-03,02:20,2016-11-17,Economy,5801.81
Mr. MG16 MS72,1950-06-27,Mumbai,Lucknow,2016-03-11,15:00,2016-03-01,Economy,4247.35
Dr. FG94 FS86,1976-11-30,Delhi,Lucknow,2016-01-15,07:10,2015-12-16,Economy,3244.98
Mrs. FG70 FS76,1988-10-23,Chennai,Mumbai,2016-09-19,17:00,2016-09-09,Economy,4659.94
Dr. MG44 MS12,1939-09-15,Lucknow,Chennai,2016-11-13,15:00,2016-10-20,Economy,13770.96
Mrs. FG7 FS23,1979-04-23,Patna,Mumbai,2016-06-16,07:40,2016-06-08,Economy,7360.44
Dr. MG61 MS43,1950-08-08,Delhi,Lucknow,2016-06-14,13:00,2016-06-10,Economy,4409.53
Mr. MG22 MS63,1953-11-01,Lucknow,Mumbai,2016-04-30,14:50,2016-04-21,Economy,6810.83
Mr. MG94 MS72,1960-02-27,Delhi,Kolkata,2016-02-07,08:20,2015-12-16,Economy,3955.86
Mr. MG41 MS83,1973-05-05,Chennai,Delhi,2016-05-10,22:40,2016-04-06,Economy,6287.05
Mrs. FG90 FS7,1942-12-29,Hyderabad,Delhi,2016-05-11,03:10,2016-03-28,Business,11958.5
Dr. FG6 FS34,1935-09-26,Lucknow,Chennai,2016-10-07,12:50,2016-09-26,Business,28162.42
Dr. MG62 MS30,1982-01-06,Kolkata,Patna,2016-09-28,08:40,2016-08-12,Economy,4904.88
Mr. MG21 MS78,1953-12-06,Chennai,Delhi,2016-09-24,14:30,2016-08-27,Economy,8036.37
Miss FG2 FS1,2004-03-24,Delhi,Lucknow,2016-09-26,14:30,2016-08-28,Economy,1732.8
Mr. MG54 MS14,1994-12-06,Mumbai,Hyderabad,2016-11-16,14:30,2016-10-12,Economy,3790.65
Mr. MG87 MS49,1964-12-09,Delhi,Lucknow,2016-02-09,17:10,2016-01-19,Economy,1955.9
Mr. MG85 MS5,1973-06-22,Hyderabad,Delhi,2016-07-04,12:20,2016-06-19,Economy,6547.28
Mr. MG69 MS51,1983-10-27,Patna,Lucknow,2016-02-04,11:50,2016-01-30,Business,7603.96
Miss FG37 FS67,2004-04-19,Chennai,Lucknow,2016-04-10,17:40,2016-02-22,Business,22034.42
Mr. MG91 MS83,1958-12-31,Lucknow,Hyderabad,2016-03-19,22:00,2016-02-06,Business,15944.82
Mrs. FG96 FS55,1961-09-09,Mumbai,Chennai,2016-11-16,19:10,2016-11-10,Business,13928.99
Dr. MG77 MS53,1953-12-30,Kolkata,Delhi,2016-07-18,16:00,2016-07-10,Economy,5288.96
Dr. MG45 MS45,1951-04-29,Lucknow,Chennai,2016-03-30,15:50,2016-03-29,Economy,16971.87
Dr. FG20 FS65,1955-08-10,Delhi,Mumbai,2016-04-16,17:50,2016-03-24,Economy,6077.66
Miss FG81 FS31,1998-06-03,Mumbai,Delhi,2016-11-06,15:00,2016-11-05,Economy,7182.09
Dr. FG96 FS11,1955-05-01,Hyderabad,Patna,2016-09-14,12:50,2016-09-02,Economy,8066.99
Mrs. FG33 FS70,1972-12-14,Chennai,Kolkata,2016-06-04,04:10,2016-05-17,Business,16807.5
Dr. MG64 MS34,1966-02-09,Delhi,Patna,2016-03-13,18:40,2016-01-28,Business,16042.13
Mrs. FG16 FS94,1955-12-09,Patna,Delhi,2016-06-21,05:40,2016-06-12,Business,8572.37
Mr. MG12 MS60,1964-10-22,Lucknow,Delhi,2016-10-30,15:50,2016-10-30,Economy,5151.61
Dr. MG95 MS29,1937-12-17,Kolkata,Lucknow,2016-05-29,09:10,2016-05-06,Economy,8865.82
Dr. FG15 FS55,1981-07-26,Hyderabad,Lucknow,2016-10-09,14:30,2016-09-23,Business,32242.42
Dr. MG22 MS59,1954-05-16,Kolkata,Mumbai,2016-10-31,19:40,2016-09-28,Business,14176.56
Mrs. FG19 FS39,1952-09-18,Kolkata,Lucknow,2016-02-09,16:20,2016-01-14,Economy,3551.99
Dr. FG15 FS28,1977-06-13,Lucknow,Delhi,2016-01-29,16:10,2015-12-30,Economy,2977.69
Mr. MG53 MS74,1974-08-31,Mumbai,Kolkata,2016-03-09,09:40,2016-02-14,Economy,5226.91
Mr. MG37 MS94,1988-06-05,Patna,Mumbai,2016-11-14,08:10,2016-11-07,Economy,6932.12
Dr. FG1 FS2,1975-05-22,Chennai,Lucknow,2016-09-15,14:50,2016-08-23,Economy,11523.69
Dr. FG95 FS60,1972-11-30,Hyderabad,Lucknow,2016-09-03,03:40,2016-08-07,Business,30187.84
Dr. MG26 MS43,1970-04-01,Mumbai,Delhi,2016-01-29,14:00,2016-01-14,Economy,5334.01
Mr. MG36 MS91,1997-11-02,Kolkata,Lucknow,2016-06-04,07:30,2016-04-17,Economy,4816.66
Mr. MG3 MS18,1976-12-08,Mumbai,Kolkata,2016-08-21,10:20,2016-07-23,Business,16555.93
Mrs. FG37 FS72,1941-11-02,Mumbai,Patna,2016-10-21,17:40,2016-09-27,Economy,4210.39
Dr. FG13 FS77,1964-02-22,Mumbai,Delhi,2016-07-08,03:40,2016-07-02,Economy,6186.46
Mr. MG14 MS47,1993-12-25,Patna,Mumbai,2016-01-16,15:20,2015-12-21,Economy,6406.84
Dr. MG70 MS2,1979-03-12,Kolkata,Patna,2016-08-17,10:40,2016-08-14,Economy,8820.17
Dr. MG85 MS36,1943-04-21,Patna,Mumbai,2016-10-17,13:20,2016-09-21,Business,16803.33
Mr. MG11 MS77,1986-12-15,Hyderabad,Kolkata,2016-01-18,18:40,2015-12-26,Economy,3151.99
Miss FG31 FS76,1990-01-15,Hyderabad,Delhi,2016-03-04,22:20,2016-02-04,Economy,4939.05
Miss FG20 FS7,2003-05-26,Mumbai,Kolkata,2016-05-16,19:30,2016-04-30,Economy,4264.6
Mr. MG55 MS18,1995-02-16,Chennai,Patna,2016-04-16,16:40,2016-03-18,Economy,10412.72
Miss FG12 FS87,2001-10-22,Delhi,Mumbai,2016-01-22,11:20,2015-11-29,Economy,2123.92
Mrs. FG50 FS78,1964-03-03,Lucknow,Hyderabad,2016-10-26,13:50,2016-10-07,Economy,4630.09
Mrs. FG13 FS48,1984-12-01,Mumbai,Lucknow,2016-06-09,20:30,2016-04-21,Business,11624.77
Miss FG56 FS3,2005-10-17,Delhi,Lucknow,2016-03-15,12:40,2016-02-03,Business,4156.74
Mr. MG90 MS93,1975-05-29,Delhi,Patna,2016-04-09,09:00,2016-03-10,Economy,5276.52
Dr. MG21 MS66,1946-12-03,Delhi,Patna,2016-08-24,14:00,2016-08-19,Economy,6219.97
Dr. MG92 MS44,1983-01-24,Hyderabad,Lucknow,2016-05-09,08:20,2016-04-14,Economy,8093.61
Mrs. FG64 FS35,1966-08-06,Patna,Lucknow,2016-03-12,18:50,2016-03-12,Business,14253.96
Miss FG86 FS13,1980-06-08,Hyderabad,Delhi,2016-05-31,04:50,2016-05-21,Economy,7053.4
Dr. MG60 MS56,1959-02-19,Hyderabad,Lucknow,2016-04-13,05:30,2016-04-07,Economy,9627.47
Mr. MG18 MS96,1948-05-20,Mumbai,Delhi,2016-08-29,15:00,2016-07-29,Economy,2679.46
Dr. FG83 FS85,1961-01-16,Delhi,Lucknow,2016-09-29,18:00,2016-09-13,Economy,3158.49
Mr. MG48 MS73,2002-01-29,Hyderabad,Kolkata,2016-04-20,17:40,2016-03-28,Economy,3136.45
Mr. MG30 MS35,1973-12-20,Delhi,Lucknow,2016-10-07,04:20,2016-09-07,Economy,2531.01
Mrs. FG93 FS43,1967-12-13,Mumbai,Lucknow,2016-07-13,11:40,2016-06-22,Business,9980.18
Dr. MG93 MS68,1943-02-11,Kolkata,Lucknow,2016-08-03,10:00,2016-07-13,Business,14160.2
Mr. MG16 MS69,1951-09-09,Patna,Hyderabad,2016-11-15,23:50,2016-10-18,Economy,4123.12
Mr. MG9 MS75,1960-01-09,Hyderabad,Mumbai,2016-11-11,15:20,2016-10-10,Business,9385.39
Mr. MG6 MS83,1986-05-12,Patna,Chennai,2016-02-02,12:20,2016-01-22,Economy,8801.39
Mr. MG91 MS48,1966-10-27,Mumbai,Delhi,2016-11-26,15:40,2016-11-14,Business,12507.61
Mr. MG90 MS49,1971-07-28,Hyderabad,Chennai,2016-08-09,16:50,2016-07-08,Economy,2110.95
Mr. MG41 MS23,1978-05-12,Kolkata,Mumbai,2016-06-06,20:30,2016-05-27,Economy,6604.86
Mr. MG55 MS10,1958-02-04,Hyderabad,Chennai,2016-05-15,16:00,2016-04-14,Business,6342.23
Dr. MG55 MS1,1970-05-23,Kolkata,Mumbai,2016-12-28,21:20,2016-12-12,Business,18021.57
Mrs. FG78 FS21,1957-08-24,Delhi,Lucknow,2016-06-10,17:00,2016-05-19,Business,4451.09
Dr. FG73 FS31,1944-09-21,Patna,Delhi,2016-01-04,01:30,2015-12-12,Economy,4220.39
Mr. MG40 MS66,1982-06-17,Chennai,Lucknow,2016-07-18,22:00,2016-07-02,Business,19085.38
Miss FG9 FS43,1982-01-26,Lucknow,Mumbai,2016-07-31,23:50,2016-07-17,Economy,6815.89
Dr. MG90 MS78,1946-04-11,Hyderabad,Lucknow,2016-03-16,11:50,2016-02-25,Economy,6693.47
Mr. MG56 MS87,1999-06-04,Chennai,Patna,2016-03-04,15:00,2016-02-06,Economy,7020.99
Miss FG31 FS68,1990-10-17,Chennai,Lucknow,2016-07-20,23:40,2016-06-09,Economy,6300.63
Mr. MG64 MS23,1973-09-09,Patna,Chennai,2016-11-10,14:40,2016-11-07,Business,36077.68
Mr. MG89 MS74,2001-05-01,Mumbai,Kolkata,2016-09-10,16:40,2016-08-09,Economy,5145.06
Dr. FG5 FS2,1965-07-16,Mumbai,Delhi,2016-05-29,17:20,2016-05-09,Economy,6788.98
Mr. MG90 MS53,1996-05-15,Delhi,Lucknow,2016-05-28,01:20,2016-05-12,Economy,2635.08
Dr. MG52 MS25,1961-08-28,Lucknow,Hyderabad,2016-05-01,02:00,2016-04-18,Economy,11581.52
Miss FG61 FS94,1990-01-04,Delhi,Lucknow,2016-04-02,16:20,2016-03-14,Economy,2595.27
Miss FG27 FS46,1984-11-02,Chennai,Mumbai,2016-06-28,18:20,2016-06-02,Economy,3791.37
Dr. FG55 FS87,1974-07-07,Delhi,Lucknow,2016-05-16,14:10,2016-04-16,Business,8108.57
Mrs. FG90 FS63,1977-12-14,Chennai,Patna,2016-12-12,04:00,2016-11-26,Economy,9427.69
Dr. FG57 FS58,1944-10-05,Chennai,Delhi,2016-08-08,01:30,2016-07-20,Economy,8248.51
Dr. MG32 MS26,1936-10-21,Lucknow,Mumbai,2016-02-02,11:40,2016-01-08,Economy,5133.63
Dr. MG72 MS41,1961-08-19,Delhi,Mumbai,2016-07-30,15:40,2016-07-19,Economy,7535.06
Miss FG78 FS19,1991-04-14,Chennai,Patna,2016-10-22,01:40,2016-09-22,Economy,10426.64
Dr. FG73 FS4,1979-09-01,Patna,Mumbai,2016-03-06,05:20,2016-03-03,Business,51299.09
Mr. MG12 MS33,1949-03-31,Mumbai,Delhi,2016-06-30,13:40,2016-05-16,Economy,2773.05
Mr. MG8 MS80,1966-05-21,Patna,Lucknow,2016-02-13,16:00,2016-02-11,Economy,5206.83
Mrs. FG18 FS29,1952-07-14,Delhi,Mumbai,2016-05-01,19:40,2016-04-15,Business,11340.37
Mrs. FG27 FS88,1988-11-08,Hyderabad,Mumbai,2016-07-09,10:20,2016-06-30,Business,20756.97
Dr. FG13 FS70,1960-11-29,Delhi,Lucknow,2016-07-05,09:30,2016-06-10,Economy,2757.58
Mr. MG64 MS80,1992-01-07,Mumbai,Patna,2016-10-05,04:20,2016-09-24,Business,13695.61
Mr. MG43 MS67,1953-10-11,Chennai,Lucknow,2016-02-14,01:50,2016-01-06,Economy,8731.25
Mr. MG90 MS51,1949-01-03,Kolkata,Patna,2016-03-01,17:50,2016-01-19,Economy,2668.86
Mrs. FG67 FS7,1985-12-22,Lucknow,Mumbai,2016-11-27,13:00,2016-11-27,Economy,10754.42
Dr. FG93 FS66,1978-04-30,Patna,Mumbai,2016-05-28,04:10,2016-05-04,Economy,12627.27
Dr. MG96 MS33,1962-03-21,Hyderabad,Chennai,2016-02-22,01:50,2016-01-21,Economy,2698.3
Mrs. FG97 FS6,1981-11-03,Hyderabad,Mumbai,2016-04-13,16:40,2016-04-02,Economy,5409.11
Miss FG11 FS74,1992-04-11,Mumbai,Delhi,2016-08-18,02:20,2016-06-10,Economy,2672.56
Mrs. FG93 FS64,1957-08-12,Patna,Kolkata,2016-07-27,13:10,2016-07-07,Economy,2660.07
Dr. FG57 FS95,1961-11-15,Chennai,Lucknow,2016-09-05,00:00,2016-08-02,Economy,9118.35
Mr. MG91 MS86,2003-07-15,Mumbai,Kolkata,2016-12-02,07:40,2016-11-28,Economy,5383.77
Mr. MG43 MS10,1945-10-20,Chennai,Patna,2016-01-10,07:30,2015-12-10,Business,25550.42
Miss FG84 FS7,1985-05-01,Delhi,Lucknow,2016-07-19,18:20,2016-05-23,Economy,2034.07
Dr. FG48 FS79,1981-02-26,Lucknow,Patna,2016-03-20,18:20,2016-02-14,Business,11663.08
Dr. MG75 MS19,1966-09-30,Lucknow,Chennai,2016-05-05,15:30,2016-04-15,Economy,10923.84
Miss FG6 FS9,2001-10-28,Kolkata,Delhi,2016-11-08,21:20,2016-10-23,Economy,3226.48
Mrs. FG48 FS10,1961-03-05,Hyderabad,Kolkata,2016-12-25,19:40,2016-12-09,Economy,5787.73
Mr. MG85 MS81,2005-12-27,Mumbai,Delhi,2016-11-30,16:20,2016-11-11,Economy,2652.65
Mr. MG36 MS70,1962-12-10,Chennai,Mumbai,2016-09-25,14:30,2016-08-26,Economy,5317.19
Mr. MG91 MS15,1961-09-25,Kolkata,Hyderabad,2016-02-19,22:40,2016-02-13,Economy,4615.68
Miss FG64 FS64,2003-10-17,Hyderabad,Lucknow,2016-10-21,08:30,2016-09-22,Economy,4454.02
Dr. FG7 FS72,1985-04-10,Kolkata,Mumbai,2016-06-11,08:20,2016-04-26,Economy,8537.75
Mrs. FG8 FS7,1941-07-12,Lucknow,Kolkata,2016-05-30,13:30,2016-05-13,Economy,3727.82
Miss FG42 FS24,1994-08-04,Mumbai,Patna,2016-03-25,17:50,2016-03-04,Economy,4584.05
Mrs. FG99 FS24,1985-05-31,Lucknow,Patna,2016-07-27,17:30,2016-07-11,Business,5521.55
Dr. FG37 FS11,1953-11-18,Mumbai,Delhi,2016-05-04,15:50,2016-04-16,Economy,4285.32
Mr. MG59 MS44,2004-01-04,Chennai,Hyderabad,2016-11-29,15:40,2016-11-12,Economy,1852.82
Mr. MG64 MS6,1984-03-25,Delhi,Patna,2016-08-09,18:00,2016-07-10,Economy,2652.92
Mr. MG42 MS44,2004-06-15,Delhi,Kolkata,2016-05-13,12:20,2016-04-22,Economy,2583.98
Miss FG99 FS76,1996-08-25,Chennai,Mumbai,2016-11-16,13:50,2016-10-10,Business,8421.05
Mrs. FG52 FS47,1957-11-11,Patna,Hyderabad,2016-08-17,23:40,2016-07-24,Economy,4061.1
Mr. MG92 MS84,1991-02-06,Delhi,Kolkata,2016-07-23,14:10,2016-06-29,Economy,4062.25
Mr. MG94 MS57,2000-09-08,Kolkata,Delhi,2016-01-18,08:10,2015-12-14,Economy,2613.58
Mrs. FG0 FS33,1974-05-20,Hyderabad,Delhi,2016-09-03,22:10,2016-08-01,Economy,8515.95
Miss FG76 FS84,2003-09-16,Delhi,Hyderabad,2016-09-05,09:50,2016-08-21,Business,14716.59
Mr. MG86 MS47,1947-10-17,Lucknow,Mumbai,2016-06-30,04:40,2016-05-08,Economy,3235.81
Dr. MG6 MS1,1956-10-04,Hyderabad,Lucknow,2016-01-17,16:20,2015-12-24,Economy,10224.3
Miss FG0 FS30,1986-02-24,Delhi,Kolkata,2016-06-28,18:40,2016-06-25,Business,11654.56
Dr. FG91 FS62,1956-10-09,Delhi,Lucknow,2016-08-15,16:10,2016-08-05,Business,8380.51
Dr. MG92 MS30,1955-12-19,Lucknow,Patna,2016-04-02,09:10,2016-03-10,Economy,4506.07
Dr. MG36 MS73,1985-05-08,Mumbai,Delhi,2016-12-06,05:50,2016-11-26,Economy,5694.4
Dr. MG2 MS26,1964-06-24,Kolkata,Mumbai,2016-02-07,23:20,2016-02-03,Business,34876.72
Mr. MG6 MS89,1950-10-04,Mumbai,Lucknow,2016-12-20,21:30,2016-12-06,Economy,3923.02
Miss FG65 FS78,2001-02-21,Patna,Chennai,2016-08-11,00:00,2016-07-03,Economy,6763.84
Mr. MG64 MS84,1969-03-09,Delhi,Mumbai,2016-09-17,04:10,2016-08-18,Economy,4092.25
Dr. MG49 MS35,1949-08-18,Chennai,Hyderabad,2016-02-21,16:10,2016-02-21,Economy,7918.24
Dr. MG27 MS58,1961-03-15,Mumbai,Hyderabad,2016-09-26,15:00,2016-08-10,Economy,5790.59
Miss FG54 FS61,2003-11-27,Mumbai,Delhi,2016-02-27,10:50,2016-01-26,Economy,3804.75
Mrs. FG90 FS71,1960-09-15,Delhi,Chennai,2016-07-05,11:50,2016-06-11,Economy,5551.03
Mr. MG67 MS71,1979-06-15,Mumbai,Chennai,2016-02-06,07:30,2016-01-22,Economy,6909.27
Mr. MG46 MS40,1959-10-19,Delhi,Kolkata,2016-11-28,20:50,2016-10-19,Economy,3312.38
Dr. FG16 FS56,1979-12-17,Lucknow,Kolkata,2016-11-12,17:50,2016-11-11,Economy,18005.89
Miss FG49 FS84,1994-07-03,Delhi,Hyderabad,2016-08-31,07:30,2016-07-19,Business,11853.35
Mrs. FG68 FS64,1940-07-26,Chennai,Delhi,2016-06-09,09:00,2016-05-24,Economy,6245.6
Mrs. FG76 FS45,1943-12-31,Kolkata,Patna,2016-10-18,10:10,2016-09-29,Economy,2541.49
Miss FG42 FS33,2004-04-25,Lucknow,Delhi,2016-03-28,00:50,2016-03-23,Economy,2455.21
Dr. MG7 MS5,1964-10-25,Delhi,Hyderabad,2016-02-26,23:00,2016-02-23,Business,33396.63
Mr. MG30 MS52,1995-12-21,Hyderabad,Kolkata,2016-04-05,20:00,2016-03-02,Economy,3534.29
Mrs. FG15 FS65,1971-05-21,Patna,Kolkata,2016-06-15,15:10,2016-05-12,Economy,3106.64
Dr. MG49 MS73,1949-04-23,Kolkata,Mumbai,2016-09-06,09:30,2016-09-02,Business,24102.95
Dr. MG77 MS5,1982-11-15,Kolkata,Mumbai,2016-07-21,18:30,2016-06-13,Economy,6143.81
Mrs. FG37 FS94,1972-04-25,Lucknow,Chennai,2016-03-11,03:50,2016-02-04,Business,18269.97
Mr. MG77 MS93,1956-10-27,Mumbai,Patna,2016-02-04,17:00,2016-01-31,Economy,7104.11
Dr. MG31 MS72,1954-01-10,Mumbai,Kolkata,2016-07-03,07:40,2016-06-18,Economy,8748.06
Miss FG24 FS79,2004-12-23,Lucknow,Chennai,2016-07-30,10:50,2016-06-17,Economy,9275.38
Mr. MG41 MS49,1986-10-25,Patna,Lucknow,2016-04-24,19:10,2016-04-04,Economy,3175.28
Dr. MG72 MS3,1938-12-02,Mumbai,Chennai,2016-02-23,23:30,2016-01-20,Economy,5065.55
Mrs. FG8 FS28,1958-05-27,Chennai,Lucknow,2016-05-26,13:40,2016-03-29,Economy,5578.78
Mr. MG49 MS54,1994-02-24,Delhi,Kolkata,2016-05-15,11:50,2016-04-20,Economy,3909.54
Dr. MG8 MS11,1985-10-25,Hyderabad,Kolkata,2016-01-21,00:20,2016-01-05,Economy,5611.49
Miss FG60 FS61,1992-11-06,Delhi,Kolkata,2016-03-28,10:50,2016-03-22,Business,10251.4
Mrs. FG61 FS10,1978-10-01,Lucknow,Mumbai,2016-09-04,00:30,2016-08-26,Business,20828.9
Dr. FG12 FS81,1985-06-08,Patna,Mumbai,2016-10-12,07:30,2016-10-04,Business,25014.19
Mr. MG5 MS0,1970-04-26,Chennai,Delhi,2016-09-02,10:30,2016-07-27,Economy,5925.76
Mr. MG90 MS12,1969-10-08,Chennai,Patna,2016-06-04,19:50,2016-05-09,Business,32349.73
Miss FG82 FS51,1982-05-13,Delhi,Chennai,2016-07-11,19:30,2016-06-18,Economy,6700.41
Mrs. FG18 FS63,1940-05-10,Delhi,Hyderabad,2016-05-20,03:30,2016-05-10,Economy,6141.4
Mr. MG9 MS54,1969-07-24,Lucknow,Hyderabad,2016-12-06,20:30,2016-11-27,Economy,8011.95
Dr. FG31 FS11,1937-05-01,Mumbai,Lucknow,2016-05-13,22:30,2016-03-18,Economy,4984.84
Mrs. FG88 FS0,1980-05-04,Patna,Lucknow,2016-07-01,11:00,2016-05-22,Economy,2523.82
Dr. FG17 FS81,1961-11-14,Patna,Mumbai,2016-02-24,14:00,2016-01-01,Economy,6494.39
Dr. MG29 MS82,1958-03-06,Lucknow,Patna,2016-12-25,13:50,2016-12-05,Economy,4144.08
Miss FG43 FS39,2003-12-11,Chennai,Lucknow,2016-01-01,17:00,2015-12-02,Business,14891.27
Miss FG64 FS31,2000-04-19,Delhi,Chennai,2016-10-24,15:30,2016-10-02,Economy,5142.43
Mr. MG76 MS66,1971-05-08,Lucknow,Patna,2016-11-28,15:50,2016-10-18,Economy,2004.81
Dr. FG55 FS17,1978-10-15,Lucknow,Delhi,2016-12-03,08:50,2016-11-29,Economy,8702.92
Dr. MG6 MS94,1963-10-31,Delhi,Patna,2016-02-23,16:00,2016-02-07,Economy,4912.59
Miss FG71 FS6,1996-08-30,Hyderabad,Lucknow,2016-03-26,18:20,2016-03-19,Economy,8997.69
Dr. MG38 MS28,1979-02-01,Delhi,Hyderabad,2016-06-10,19:40,2016-05-20,Business,24902.03
Dr. FG63 FS7,1944-11-27,Mumbai,Kolkata,2016-10-07,15:00,2016-09-24,Economy,6312.81
Dr. MG11 MS54,1935-07-12,Kolkata,Chennai,2016-12-12,16:10,2016-11-17,Business,13331.11
Mr. MG30 MS93,1965-02-06,Hyderabad,Delhi,2016-11-19,14:30,2016-11-09,Economy,9576.87
Dr. MG22 MS68,1938-04-22,Lucknow,Delhi,2016-04-04,21:30,2016-03-20,Economy,3297.63
Dr. MG42 MS70,1955-07-19,Delhi,Hyderabad,2016-03-05,12:10,2016-02-23,Economy,13768.37
Mr. MG72 MS25,1985-04-30,Chennai,Hyderabad,2016-12-29,12:30,2016-11-13,Economy,1970.08
Dr. MG77 MS93,1982-09-29,Mumbai,Delhi,2016-11-07,17:40,2016-10-18,Economy,4735.04
Miss FG5 FS70,1981-07-01,Delhi,Kolkata,2016-01-29,12:30,2015-12-30,Business,7550.16
Miss FG36 FS61,1988-12-08,Kolkata,Patna,2016-06-05,19:50,2016-05-13,Business,10916.49
Dr. FG76 FS89,1971-01-13,Mumbai,Delhi,2016-02-16,05:00,2016-01-23,Economy,5155.05
Mr. MG40 MS4,1972-03-12,Delhi,Chennai,2016-05-02,21:30,2016-03-26,Economy,6449.46
Mr. MG15 MS61,1964-08-22,Hyderabad,Lucknow,2016-04-12,07:00,2016-03-27,Economy,4855.94
Dr. MG51 MS82,1936-09-18,Patna,Hyderabad,2016-04-26,19:00,2016-04-10,Economy,7583.09
Mrs. FG5 FS25,1978-09-19,Mumbai,Lucknow,2016-01-12,20:50,2015-12-26,Economy,5353.81
Dr. FG55 FS12,1967-11-29,Patna,Chennai,2016-08-27,19:10,2016-07-07,Economy,18686.55
Mr. MG3 MS68,1993-07-06,Mumbai,Delhi,2016-10-16,12:10,2016-10-10,Economy,5603.01
Dr. MG74 MS14,1982-02-24,Delhi,Chennai,2016-08-12,23:30,2016-08-04,Economy,12690.2
Dr. FG93 FS85,1964-06-12,Patna,Kolkata,2016-02-15,18:50,2016-02-10,Business,16659.77
Mr. MG28 MS1,1964-05-08,Mumbai,Hyderabad,2016-09-28,19:30,2016-08-16,Economy,4400.11
Dr. MG79 MS52,1954-11-23,Mumbai,Lucknow,2016-05-28,20:20,2016-05-19,Economy,12484.51
Dr. MG64 MS10,1951-04-15,Patna,Lucknow,2016-05-01,11:30,2016-04-14,Economy,4456.73
Mr. MG52 MS11,1981-11-18,Delhi,Patna,2016-11-10,14:10,2016-10-19,Economy,3031.14
Mrs. FG22 FS32,1981-05-07,Delhi,Kolkata,2016-03-14,11:40,2016-02-16,Economy,2851.2
